"id","journal_id.id","partner_id/id","period_id.id","date","name","state"
"FAA24116",105,"C22992",5,2011/05/24,"FAA24116","posted"
"FAA24115",105,"C75106",5,2011/05/24,"FAA24115","posted"
"FAA24111",105,"C22970",5,2011/05/24,"FAA24111","posted"
"FAT12206",105,"C53901",5,2011/05/24,"FAT12206","posted"
"FAA24108",105,"C22903",5,2011/05/24,"FAA24108","posted"
"FAT12207",105,"C53901",5,2011/05/24,"FAT12207","posted"
"FAA24109",105,"C22970",5,2011/05/24,"FAA24109","posted"
"FAA24113",105,"C22907",5,2011/05/24,"FAA24113","posted"
"FAA24215",105,"C22901",5,2011/05/25,"FAA24215","posted"
"FAA24158",105,"C22924",5,2011/05/25,"FAA24158","posted"
"FAA24114",105,"C47002",5,2011/05/24,"FAA24114","posted"
"FAA24139",105,"C22001",5,2011/05/25,"FAA24139","posted"
"FAA24140",105,"C22992",5,2011/05/25,"FAA24140","posted"
"FAA24144",105,"C22907",5,2011/05/25,"FAA24144","posted"
"FAA24141",105,"C22907",5,2011/05/25,"FAA24141","posted"
"FAA24142",105,"C22992",5,2011/05/25,"FAA24142","posted"
"FAA24146",105,"C22071",5,2011/05/25,"FAA24146","posted"
"FAA24145",105,"C22903",5,2011/05/25,"FAA24145","posted"
"FAT12228",105,"C53150",5,2011/05/25,"FAT12228","posted"
"FAT12229",105,"C53150",5,2011/05/25,"FAT12229","posted"
"FAA24159",105,"C22526",5,2011/05/25,"FAA24159","posted"
"FAA24148",105,"C22970",5,2011/05/25,"FAA24148","posted"
"FAA24147",105,"C22970",5,2011/05/25,"FAA24147","posted"
"FAA24294",105,"C22222",5,2011/05/26,"FAA24294","posted"
"FAA24149",105,"C22992",5,2011/05/25,"FAA24149","posted"
"FAA24781",105,"C62051",6,2011/06/01,"FAA24781","posted"
"FAA24150",105,"C24111",5,2011/05/25,"FAA24150","posted"
"FAT12231",105,"C53901",5,2011/05/25,"FAT12231","posted"
"FAA24164",105,"C22710",5,2011/05/25,"FAA24164","posted"
"FAA24155",105,"C22657",5,2011/05/25,"FAA24155","posted"
"FAA24222",105,"C22498",5,2011/05/25,"FAA24222","posted"
"FAA24151",105,"C24111",5,2011/05/25,"FAA24151","posted"
"FAA24170",105,"C22951",5,2011/05/25,"FAA24170","posted"
"FAT12230",105,"C53299",5,2011/05/25,"FAT12230","posted"
"FAA24152",105,"C22908",5,2011/05/25,"FAA24152","posted"
"FAA24153",105,"C24902",5,2011/05/25,"FAA24153","posted"
"FAA24218",105,"C22903",5,2011/05/25,"FAA24218","posted"
"FAT12239",105,"C53131",5,2011/05/25,"FAT12239","posted"
"FAA24217",105,"C22903",5,2011/05/25,"FAA24217","posted"
"FAT12240",105,"C53901",5,2011/05/25,"FAT12240","posted"
"FAA24216",105,"C22903",5,2011/05/25,"FAA24216","posted"
"FAA24239",105,"C24077",5,2011/05/25,"FAA24239","posted"
"FAA24240",105,"C24077",5,2011/05/25,"FAA24240","posted"
"FAT12241",105,"C53024",5,2011/05/25,"FAT12241","posted"
"FAA24219",105,"C22970",5,2011/05/25,"FAA24219","posted"
"FAA24224",105,"C22580",5,2011/05/25,"FAA24224","posted"
"FAA24220",105,"C22552",5,2011/05/25,"FAA24220","posted"
"FAA24232",105,"C53562",5,2011/05/25,"FAA24232","posted"
"FAA24221",105,"C22341",5,2011/05/25,"FAA24221","posted"
"FAA24226",105,"C22901",5,2011/05/25,"FAA24226","posted"
"FAA24223",105,"C22970",5,2011/05/25,"FAA24223","posted"
"FAA24225",105,"C22901",5,2011/05/25,"FAA24225","posted"
"FAA24227",105,"C22901",5,2011/05/25,"FAA24227","posted"
"FAA24228",105,"C22901",5,2011/05/25,"FAA24228","posted"
"FAA24229",105,"C22970",5,2011/05/25,"FAA24229","posted"
"FAA24230",105,"C22901",5,2011/05/25,"FAA24230","posted"
"FAA24231",105,"C22970",5,2011/05/25,"FAA24231","posted"
"FAT12329",105,"C53089",5,2011/05/30,"FAT12329","posted"
"FAA24236",105,"C22702",5,2011/05/25,"FAA24236","posted"
"FAT12242",105,"C53031",5,2011/05/25,"FAT12242","posted"
"FAA24237",105,"C22970",5,2011/05/25,"FAA24237","posted"
"FAA24154",105,"C22903",5,2011/05/25,"FAA24154","posted"
"FAA24156",105,"C22657",5,2011/05/25,"FAA24156","posted"
"FAA24157",105,"C22657",5,2011/05/25,"FAA24157","posted"
"FAA24162",105,"C22001",5,2011/05/25,"FAA24162","posted"
"FAA24165",105,"C22710",5,2011/05/25,"FAA24165","posted"
"FAA24169",105,"C22710",5,2011/05/25,"FAA24169","posted"
"FAA24163",105,"C22903",5,2011/05/25,"FAA24163","posted"
"FAA24166",105,"C22970",5,2011/05/25,"FAA24166","posted"
"FAA24167",105,"C22970",5,2011/05/25,"FAA24167","posted"
"FAA24168",105,"C22986",5,2011/05/25,"FAA24168","posted"
"FAT12232",105,"C53901",5,2011/05/25,"FAT12232","posted"
"FRA01849",105,"C22986",5,2011/05/25,"FRA01849","posted"
"FAA24171",105,"C22207",5,2011/05/25,"FAA24171","posted"
"FAT12233",105,"C53299",5,2011/05/25,"FAT12233","posted"
"FAA24174",105,"C24020",5,2011/05/25,"FAA24174","posted"
"FAA24178",105,"C22019",5,2011/05/25,"FAA24178","posted"
"FAA24172",105,"C22622",5,2011/05/25,"FAA24172","posted"
"FAA24184",105,"C22719",5,2011/05/25,"FAA24184","posted"
"FAA24173",105,"C22579",5,2011/05/25,"FAA24173","posted"
"FAA24179",105,"C22019",5,2011/05/25,"FAA24179","posted"
"FAA24180",105,"C22019",5,2011/05/25,"FAA24180","posted"
"FAT12234",105,"C53901",5,2011/05/25,"FAT12234","posted"
"FRA01850",105,"C22986",5,2011/05/25,"FRA01850","posted"
"FAT12235",105,"C53033",5,2011/05/25,"FAT12235","posted"
"FAA24182",105,"C22901",5,2011/05/25,"FAA24182","posted"
"FAA24175",105,"C22622",5,2011/05/25,"FAA24175","posted"
"FAA24238",105,"C22359",5,2011/05/25,"FAA24238","posted"
"FAT12596",105,"C53901",6,2011/06/09,"FAT12596","posted"
"FAA24241",105,"C22901",5,2011/05/25,"FAA24241","posted"
"FRA01857",105,"C53562",5,2011/05/25,"FRA01857","posted"
"FAT12243",105,"C53196",5,2011/05/25,"FAT12243","posted"
"FAA24242",105,"C22901",5,2011/05/25,"FAA24242","posted"
"FAT12244",105,"C53562",5,2011/05/25,"FAT12244","posted"
"FAT12246",105,"C53301",5,2011/05/25,"FAT12246","posted"
"FAA24243",105,"C22903",5,2011/05/25,"FAA24243","posted"
"FAT12718",105,"C53901",6,2011/06/15,"FAT12718","posted"
"FAA24256",105,"C22907",5,2011/05/25,"FAA24256","posted"
"FAA24251",105,"C22970",5,2011/05/25,"FAA24251","posted"
"FAA24253",105,"C22970",5,2011/05/25,"FAA24253","posted"
"FAA24245",105,"C22901",5,2011/05/25,"FAA24245","posted"
"FAA24250",105,"C22172",5,2011/05/25,"FAA24250","posted"
"FAA24177",105,"C22970",5,2011/05/25,"FAA24177","posted"
"FAA24181",105,"C22901",5,2011/05/25,"FAA24181","posted"
"FAA24176",105,"C22970",5,2011/05/25,"FAA24176","posted"
"FAT12248",105,"C53306",5,2011/05/26,"FAT12248","posted"
"FAA24191",105,"C24903",5,2011/05/25,"FAA24191","posted"
"FAA24183",105,"C22719",5,2011/05/25,"FAA24183","posted"
"FAA24190",105,"C22953",5,2011/05/25,"FAA24190","posted"
"FAA24192",105,"C22953",5,2011/05/25,"FAA24192","posted"
"FAT12236",105,"C53022",5,2011/05/25,"FAT12236","posted"
"FAA24187",105,"C22907",5,2011/05/25,"FAA24187","posted"
"FAA24185",105,"C22908",5,2011/05/25,"FAA24185","posted"
"FAT12237",105,"C53033",5,2011/05/25,"FAT12237","posted"
"FAA24764",105,"C22370",5,2011/05/31,"FAA24764","posted"
"FRT00486",105,"C53150",5,2011/05/25,"FRT00486","posted"
"FAT12238",105,"C53047",5,2011/05/25,"FAT12238","posted"
"FRT00487",105,"C53901",5,2011/05/25,"FRT00487","posted"
"FAA24198",105,"C22630",5,2011/05/25,"FAA24198","posted"
"FAA24195",105,"C22970",5,2011/05/25,"FAA24195","posted"
"FAA24214",105,"C22597",5,2011/05/25,"FAA24214","posted"
"FAA24194",105,"C44036",5,2011/05/25,"FAA24194","posted"
"FAT12413",105,"C53147",6,2011/06/01,"FAT12413","posted"
"FRT00488",105,"C53196",5,2011/05/25,"FRT00488","posted"
"FAA24197",105,"C22970",5,2011/05/25,"FAA24197","posted"
"FRT00489",105,"C53196",5,2011/05/25,"FRT00489","posted"
"FAA24199",105,"C22901",5,2011/05/25,"FAA24199","posted"
"AAA00320",105,"C24903",5,2011/05/25,"AAA00320","posted"
"AAA00321",105,"C24903",5,2011/05/25,"AAA00321","posted"
"AAA00322",105,"C24903",5,2011/05/25,"AAA00322","posted"
"FAA24254",105,"C22901",5,2011/05/25,"FAA24254","posted"
"FAT12766",105,"C53033",6,2011/06/17,"FAT12766","posted"
"FAA24244",105,"C22908",5,2011/05/25,"FAA24244","posted"
"FAA24247",105,"C22907",5,2011/05/25,"FAA24247","posted"
"FAA24248",105,"C22907",5,2011/05/25,"FAA24248","posted"
"FAA24249",105,"C22901",5,2011/05/25,"FAA24249","posted"
"FAA24259",105,"C22944",5,2011/05/26,"FAA24259","posted"
"FAA24527",105,"C86008",5,2011/05/28,"FAA24527","posted"
"FAA24252",105,"C22970",5,2011/05/25,"FAA24252","posted"
"FAA24782",105,"C22634",6,2011/06/01,"FAA24782","posted"
"FAT12247",105,"C53232",5,2011/05/25,"FAT12247","posted"
"FAA24255",105,"C22110",5,2011/05/25,"FAA24255","posted"
"FAA24326",105,"C22903",5,2011/05/26,"FAA24326","posted"
"FAA24327",105,"C22211",5,2011/05/26,"FAA24327","posted"
"FAT12265",105,"C53901",5,2011/05/26,"FAT12265","posted"
"FAA24771",105,"C22211",5,2011/05/31,"FAA24771","posted"
"FAA24329",105,"C22903",5,2011/05/26,"FAA24329","posted"
"FAA24328",105,"C22970",5,2011/05/26,"FAA24328","posted"
"FAT12297",105,"C53301",5,2011/05/27,"FAT12297","posted"
"FAA24257",105,"C75106",5,2011/05/25,"FAA24257","posted"
"FAT12250",105,"C22607",5,2011/05/26,"FAT12250","posted"
"FAA24537",105,"C22970",5,2011/05/28,"FAA24537","posted"
"FAA24258",105,"C24020",5,2011/05/25,"FAA24258","posted"
"FRT00490",105,"C53901",5,2011/05/25,"FRT00490","posted"
"FAA24660",105,"C62051",5,2011/05/30,"FAA24660","posted"
"FAT12372",105,"C53022",5,2011/05/31,"FAT12372","posted"
"FAA24261",105,"C22996",5,2011/05/26,"FAA24261","posted"
"FAA24263",105,"C62901",5,2011/05/26,"FAA24263","posted"
"FAT12249",105,"C53901",5,2011/05/26,"FAT12249","posted"
"FAA24260",105,"C22907",5,2011/05/26,"FAA24260","posted"
"FAA24287",105,"C22944",5,2011/05/26,"FAA24287","posted"
"FAA24266",105,"C22903",5,2011/05/26,"FAA24266","posted"
"FAA24267",105,"C22903",5,2011/05/26,"FAA24267","posted"
"FAA24262",105,"C22970",5,2011/05/26,"FAA24262","posted"
"FAA24264",105,"C22970",5,2011/05/26,"FAA24264","posted"
"FAA24268",105,"C22907",5,2011/05/26,"FAA24268","posted"
"FAA24269",105,"C22907",5,2011/05/26,"FAA24269","posted"
"FAA24265",105,"C22970",5,2011/05/26,"FAA24265","posted"
"FAA24270",105,"C22151",5,2011/05/26,"FAA24270","posted"
"FAA24273",105,"C22583",5,2011/05/26,"FAA24273","posted"
"FAA24271",105,"C24017",5,2011/05/26,"FAA24271","posted"
"FAA24272",105,"C22908",5,2011/05/26,"FAA24272","posted"
"FAA24279",105,"C22583",5,2011/05/26,"FAA24279","posted"
"FAA24274",105,"C22776",5,2011/05/26,"FAA24274","posted"
"FAA24330",105,"C22902",5,2011/05/26,"FAA24330","posted"
"FAT12266",105,"C53157",5,2011/05/26,"FAT12266","posted"
"FAA24341",105,"C22626",5,2011/05/26,"FAA24341","posted"
"FAA25908",105,"C75007",6,2011/06/16,"FAA25908","posted"
"FAA24332",105,"C22903",5,2011/05/26,"FAA24332","posted"
"FAA24357",105,"C22359",5,2011/05/26,"FAA24357","posted"
"FAA24333",105,"C22901",5,2011/05/26,"FAA24333","posted"
"FAA24335",105,"C22440",5,2011/05/26,"FAA24335","posted"
"FAA24339",105,"C22359",5,2011/05/26,"FAA24339","posted"
"FAA24338",105,"C22059",5,2011/05/26,"FAA24338","posted"
"FAA24336",105,"C22903",5,2011/05/26,"FAA24336","posted"
"FAA24337",105,"C22211",5,2011/05/26,"FAA24337","posted"
"FAT12268",105,"C53901",5,2011/05/26,"FAT12268","posted"
"FAA24361",105,"C22374",5,2011/05/26,"FAA24361","posted"
"FAA24275",105,"C22903",5,2011/05/26,"FAA24275","posted"
"FAT12251",105,"C53901",5,2011/05/26,"FAT12251","posted"
"FAA24276",105,"C22583",5,2011/05/26,"FAA24276","posted"
"FAA24277",105,"C62001",5,2011/05/26,"FAA24277","posted"
"FAA24280",105,"C22970",5,2011/05/26,"FAA24280","posted"
"FAA24515",105,"C82052",5,2011/05/28,"FAA24515","posted"
"FAA24284",105,"C22901",5,2011/05/26,"FAA24284","posted"
"FAA24278",105,"C22374",5,2011/05/26,"FAA24278","posted"
"FAA24514",105,"C82052",5,2011/05/28,"FAA24514","posted"
"FAA24281",105,"C22907",5,2011/05/26,"FAA24281","posted"
"FAA24282",105,"C22901",5,2011/05/26,"FAA24282","posted"
"FAT12309",105,"C53914",5,2011/05/28,"FAT12309","posted"
"FAT12252",105,"C53901",5,2011/05/26,"FAT12252","posted"
"FAA24283",105,"C22440",5,2011/05/26,"FAA24283","posted"
"FAA24293",105,"C22970",5,2011/05/26,"FAA24293","posted"
"FAT12253",105,"C53901",5,2011/05/26,"FAT12253","posted"
"FAA24522",105,"C22719",5,2011/05/28,"FAA24522","posted"
"FAA24367",105,"C22374",5,2011/05/26,"FAA24367","posted"
"FAA24343",105,"C22901",5,2011/05/26,"FAA24343","posted"
"FAT12360",105,"C53128",5,2011/05/30,"FAT12360","posted"
"FAA24340",105,"C22626",5,2011/05/26,"FAA24340","posted"
"FAT12269",105,"C53095",5,2011/05/26,"FAT12269","posted"
"FAA24342",105,"C22903",5,2011/05/26,"FAA24342","posted"
"FAA24356",105,"C22891",5,2011/05/26,"FAA24356","posted"
"FAA24345",105,"C22902",5,2011/05/26,"FAA24345","posted"
"FRA01861",105,"C22902",5,2011/05/26,"FRA01861","posted"
"FAT12270",105,"C53095",5,2011/05/26,"FAT12270","posted"
"FAA24344",105,"C22908",5,2011/05/26,"FAA24344","posted"
"FAA24349",105,"C22970",5,2011/05/26,"FAA24349","posted"
"FAA24346",105,"C22903",5,2011/05/26,"FAA24346","posted"
"FAA24348",105,"C22903",5,2011/05/26,"FAA24348","posted"
"FAT12271",105,"C53095",5,2011/05/26,"FAT12271","posted"
"FAT12272",105,"C53196",5,2011/05/26,"FAT12272","posted"
"FAT12274",105,"C53095",5,2011/05/26,"FAT12274","posted"
"FAT12273",105,"C53298",5,2011/05/26,"FAT12273","posted"
"FRA01847",105,"C22986",5,2011/05/24,"FRA01847","posted"
"FAT12209",105,"C53908",5,2011/05/24,"FAT12209","posted"
"FAA24122",105,"C22211",5,2011/05/24,"FAA24122","posted"
"FAA24120",105,"C22015",5,2011/05/24,"FAA24120","posted"
"FRT00485",105,"C53315",5,2011/05/24,"FRT00485","posted"
"FAT12211",105,"C53901",5,2011/05/24,"FAT12211","posted"
"FAA24121",105,"C22015",5,2011/05/24,"FAA24121","posted"
"FAT12212",105,"C53024",5,2011/05/24,"FAT12212","posted"
"FAA24118",105,"C24080",5,2011/05/24,"FAA24118","posted"
"FAA24119",105,"C22908",5,2011/05/24,"FAA24119","posted"
"FAT12213",105,"C53901",5,2011/05/24,"FAT12213","posted"
"FAA24125",105,"C22903",5,2011/05/24,"FAA24125","posted"
"FAA24127",105,"C22903",5,2011/05/24,"FAA24127","posted"
"FAA24124",105,"C22986",5,2011/05/24,"FAA24124","posted"
"FAA24186",105,"C22453",5,2011/05/25,"FAA24186","posted"
"FAA24129",105,"C94036",5,2011/05/24,"FAA24129","posted"
"FRA01848",105,"C22526",5,2011/05/24,"FRA01848","posted"
"FAA24126",105,"C22901",5,2011/05/24,"FAA24126","posted"
"FAA24130",105,"C94036",5,2011/05/24,"FAA24130","posted"
"FAA24352",105,"C22901",5,2011/05/26,"FAA24352","posted"
"FAA24350",105,"C22908",5,2011/05/26,"FAA24350","posted"
"FAA24351",105,"C22903",5,2011/05/26,"FAA24351","posted"
"FAT12275",105,"C53308",5,2011/05/26,"FAT12275","posted"
"FAA24364",105,"C22970",5,2011/05/26,"FAA24364","posted"
"FAA24353",105,"C22901",5,2011/05/26,"FAA24353","posted"
"FAA24355",105,"C22970",5,2011/05/26,"FAA24355","posted"
"FRA01862",105,"C22903",5,2011/05/26,"FRA01862","posted"
"FAA24354",105,"C22970",5,2011/05/26,"FAA24354","posted"
"FAA24397",105,"C22498",5,2011/05/27,"FAA24397","posted"
"FAA24398",105,"C22498",5,2011/05/27,"FAA24398","posted"
"FAA24358",105,"C22970",5,2011/05/26,"FAA24358","posted"
"FAA24365",105,"C22903",5,2011/05/26,"FAA24365","posted"
"FAA24359",105,"C22901",5,2011/05/26,"FAA24359","posted"
"FAA24360",105,"C22970",5,2011/05/26,"FAA24360","posted"
"FAT12516",105,"C53308",6,2011/06/07,"FAT12516","posted"
"FAA24368",105,"C24903",5,2011/05/26,"FAA24368","posted"
"FAA24363",105,"C22970",5,2011/05/26,"FAA24363","posted"
"FAA24362",105,"C75103",5,2011/05/26,"FAA24362","posted"
"FAA24376",105,"C22662",5,2011/05/26,"FAA24376","posted"
"FAA24366",105,"C22359",5,2011/05/26,"FAA24366","posted"
"FAA24288",105,"C22526",5,2011/05/26,"FAA24288","posted"
"FAA24289",105,"C22970",5,2011/05/26,"FAA24289","posted"
"FAA24290",105,"C22970",5,2011/05/26,"FAA24290","posted"
"FAA24291",105,"C22583",5,2011/05/26,"FAA24291","posted"
"FAA24292",105,"C22359",5,2011/05/26,"FAA24292","posted"
"FAA24295",105,"C75103",5,2011/05/26,"FAA24295","posted"
"FAA24296",105,"C22907",5,2011/05/26,"FAA24296","posted"
"FAT12254",105,"C53901",5,2011/05/26,"FAT12254","posted"
"FAA24297",105,"C22907",5,2011/05/26,"FAA24297","posted"
"FAA24298",105,"C75103",5,2011/05/26,"FAA24298","posted"
"FAA24302",105,"C24903",5,2011/05/26,"FAA24302","posted"
"FAA24299",105,"C22908",5,2011/05/26,"FAA24299","posted"
"FAA24300",105,"C22909",5,2011/05/26,"FAA24300","posted"
"FAA24301",105,"C22901",5,2011/05/26,"FAA24301","posted"
"FAA24303",105,"C22001",5,2011/05/26,"FAA24303","posted"
"FAA24304",105,"C22970",5,2011/05/26,"FAA24304","posted"
"FAA24347",105,"C24020",5,2011/05/26,"FAA24347","posted"
"FAA24305",105,"C22970",5,2011/05/26,"FAA24305","posted"
"FAA24331",105,"C75103",5,2011/05/26,"FAA24331","posted"
"FAA24307",105,"C22909",5,2011/05/26,"FAA24307","posted"
"FAA24306",105,"C22907",5,2011/05/26,"FAA24306","posted"
"FRA01858",105,"C22970",5,2011/05/26,"FRA01858","posted"
"FRA01859",105,"C22970",5,2011/05/26,"FRA01859","posted"
"FAA24308",105,"C22901",5,2011/05/26,"FAA24308","posted"
"FAA24312",105,"C22211",5,2011/05/26,"FAA24312","posted"
"FAA24318",105,"C24112",5,2011/05/26,"FAA24318","posted"
"FAA24375",105,"C22662",5,2011/05/26,"FAA24375","posted"
"FAA24453",105,"C22374",5,2011/05/27,"FAA24453","posted"
"FAA24377",105,"C22662",5,2011/05/26,"FAA24377","posted"
"FAA24372",105,"C24902",5,2011/05/26,"FAA24372","posted"
"FAA24369",105,"C22901",5,2011/05/26,"FAA24369","posted"
"FAA24374",105,"C24047",5,2011/05/26,"FAA24374","posted"
"FAA24370",105,"C22370",5,2011/05/26,"FAA24370","posted"
"FAA24371",105,"C22583",5,2011/05/26,"FAA24371","posted"
"FAA24373",105,"C24902",5,2011/05/26,"FAA24373","posted"
"FAT12276",105,"C53040",5,2011/05/26,"FAT12276","posted"
"FAT12277",105,"C53095",5,2011/05/26,"FAT12277","posted"
"FAA24379",105,"C22986",5,2011/05/26,"FAA24379","posted"
"FAA24378",105,"C22901",5,2011/05/26,"FAA24378","posted"
"FAA24382",105,"C22001",5,2011/05/27,"FAA24382","posted"
"FAT12278",105,"C53095",5,2011/05/26,"FAT12278","posted"
"FAA24387",105,"C75007",5,2011/05/27,"FAA24387","posted"
"FAT12215",105,"C53047",5,2011/05/24,"FAT12215","posted"
"FAT12216",105,"C53047",5,2011/05/24,"FAT12216","posted"
"FAT12217",105,"C53047",5,2011/05/24,"FAT12217","posted"
"FAT12288",105,"C53303",5,2011/05/27,"FAT12288","posted"
"FAA24400",105,"C22526",5,2011/05/27,"FAA24400","posted"
"FAA24474",105,"C22903",5,2011/05/27,"FAA24474","posted"
"FAT12289",105,"C53196",5,2011/05/27,"FAT12289","posted"
"FAA24412",105,"C24077",5,2011/05/27,"FAA24412","posted"
"FAA24402",105,"C53547",5,2011/05/27,"FAA24402","posted"
"FAA24403",105,"C22970",5,2011/05/27,"FAA24403","posted"
"FAT12290",105,"C53547",5,2011/05/27,"FAT12290","posted"
"FAA24404",105,"C22901",5,2011/05/27,"FAA24404","posted"
"FAA24309",105,"C22970",5,2011/05/26,"FAA24309","posted"
"FAA24316",105,"C22903",5,2011/05/26,"FAA24316","posted"
"FAA24313",105,"C22211",5,2011/05/26,"FAA24313","posted"
"FAA24311",105,"C22901",5,2011/05/26,"FAA24311","posted"
"FAA24310",105,"C22901",5,2011/05/26,"FAA24310","posted"
"FAA24314",105,"C22388",5,2011/05/26,"FAA24314","posted"
"FAA24317",105,"C24046",5,2011/05/26,"FAA24317","posted"
"FRA01860",105,"C86024",5,2011/05/26,"FRA01860","posted"
"FAA24315",105,"C22909",5,2011/05/26,"FAA24315","posted"
"FAA24334",105,"C86022",5,2011/05/26,"FAA24334","posted"
"FAA24388",105,"C75007",5,2011/05/27,"FAA24388","posted"
"FAT12279",105,"C53095",5,2011/05/26,"FAT12279","posted"
"FAA24525",105,"C72010",5,2011/05/28,"FAA24525","posted"
"FAT12378",105,"C53095",5,2011/05/31,"FAT12378","posted"
"FAT12280",105,"C53003",5,2011/05/26,"FAT12280","posted"
"FAA24380",105,"C24112",5,2011/05/27,"FAA24380","posted"
"FAA24454",105,"C22952",5,2011/05/27,"FAA24454","posted"
"FAA24385",105,"C22907",5,2011/05/27,"FAA24385","posted"
"FAA24386",105,"C22004",5,2011/05/27,"FAA24386","posted"
"FAT12281",105,"C53566",5,2011/05/27,"FAT12281","posted"
"FAA24770",105,"C22908",5,2011/05/31,"FAA24770","posted"
"FAT12282",105,"C53007",5,2011/05/27,"FAT12282","posted"
"FAA24389",105,"C22008",5,2011/05/27,"FAA24389","posted"
"FAT12538",105,"C53901",6,2011/06/08,"FAT12538","posted"
"FAT12284",105,"C53556",5,2011/05/27,"FAT12284","posted"
"FAA24393",105,"C22477",5,2011/05/27,"FAA24393","posted"
"FAT12283",105,"C53901",5,2011/05/27,"FAT12283","posted"
"FAA24319",105,"C22118",5,2011/05/26,"FAA24319","posted"
"FAT12255",105,"C53147",5,2011/05/26,"FAT12255","posted"
"FAT12256",105,"C53901",5,2011/05/26,"FAT12256","posted"
"FAT12257",105,"C53901",5,2011/05/26,"FAT12257","posted"
"FAT12259",105,"C53901",5,2011/05/26,"FAT12259","posted"
"FAA24321",105,"C22996",5,2011/05/26,"FAA24321","posted"
"FAT12261",105,"C53907",5,2011/05/26,"FAT12261","posted"
"FAT12260",105,"C53901",5,2011/05/26,"FAT12260","posted"
"FAT12262",105,"C53901",5,2011/05/26,"FAT12262","posted"
"FAT12263",105,"C53901",5,2011/05/26,"FAT12263","posted"
"FAA24320",105,"C22118",5,2011/05/26,"FAA24320","posted"
"FAT12264",105,"C22390",5,2011/05/26,"FAT12264","posted"
"FAA24323",105,"C22986",5,2011/05/26,"FAA24323","posted"
"AAA00323",105,"C22997",5,2011/05/26,"AAA00323","posted"
"FAA24322",105,"C22901",5,2011/05/26,"FAA24322","posted"
"FAA24325",105,"C22901",5,2011/05/26,"FAA24325","posted"
"FAA24324",105,"C22657",5,2011/05/26,"FAA24324","posted"
"FAA24450",105,"C22008",5,2011/05/27,"FAA24450","posted"
"FRA01865",105,"C22004",5,2011/05/27,"FRA01865","posted"
"FRA01866",105,"C22970",5,2011/05/27,"FRA01866","posted"
"FAA24447",105,"C44016",5,2011/05/27,"FAA24447","posted"
"FAA24444",105,"C24004",5,2011/05/27,"FAA24444","posted"
"FRA01867",105,"C22211",5,2011/05/27,"FRA01867","posted"
"FAA24803",105,"C22604",6,2011/06/01,"FAA24803","posted"
"FAA24440",105,"C22907",5,2011/05/27,"FAA24440","posted"
"FRA01868",105,"C22211",5,2011/05/27,"FRA01868","posted"
"FAA24445",105,"C22901",5,2011/05/27,"FAA24445","posted"
"FAA24441",105,"C22970",5,2011/05/27,"FAA24441","posted"
"FAA24443",105,"C24108",5,2011/05/27,"FAA24443","posted"
"FAT12300",105,"C53556",5,2011/05/27,"FAT12300","posted"
"FAA24471",105,"C22008",5,2011/05/27,"FAA24471","posted"
"FAA24446",105,"C22970",5,2011/05/27,"FAA24446","posted"
"FAA24449",105,"C22719",5,2011/05/27,"FAA24449","posted"
"FAA24467",105,"C22970",5,2011/05/27,"FAA24467","posted"
"FAT12518",105,"C53308",6,2011/06/07,"FAT12518","posted"
"FAA24460",105,"C75103",5,2011/05/27,"FAA24460","posted"
"FAA24463",105,"C22912",5,2011/05/27,"FAA24463","posted"
"FAT12754",105,"C53299",6,2011/06/16,"FAT12754","posted"
"FAA24459",105,"C22374",5,2011/05/27,"FAA24459","posted"
"FAA24452",105,"C22901",5,2011/05/27,"FAA24452","posted"
"FAA24457",105,"C22907",5,2011/05/27,"FAA24457","posted"
"FAA24456",105,"C22907",5,2011/05/27,"FAA24456","posted"
"FAA24455",105,"C22970",5,2011/05/27,"FAA24455","posted"
"FAA24464",105,"C22903",5,2011/05/27,"FAA24464","posted"
"FAA24461",105,"C22907",5,2011/05/27,"FAA24461","posted"
"FAA24480",105,"C22135",5,2011/05/27,"FAA24480","posted"
"FAA24458",105,"C22901",5,2011/05/27,"FAA24458","posted"
"FAA24462",105,"C22970",5,2011/05/27,"FAA24462","posted"
"FAA24466",105,"C22901",5,2011/05/27,"FAA24466","posted"
"FAA24465",105,"C22901",5,2011/05/27,"FAA24465","posted"
"FAA24882",105,"C75014",6,2011/06/01,"FAA24882","posted"
"FAT12301",105,"C53209",5,2011/05/27,"FAT12301","posted"
"FAA24503",105,"C22994",5,2011/05/27,"FAA24503","posted"
"FAA24469",105,"C22908",5,2011/05/27,"FAA24469","posted"
"FAA24470",105,"C22903",5,2011/05/27,"FAA24470","posted"
"FAA24391",105,"C75014",5,2011/05/27,"FAA24391","posted"
"FAT12285",105,"C53299",5,2011/05/27,"FAT12285","posted"
"FAA24408",105,"C22211",5,2011/05/27,"FAA24408","posted"
"FAA24390",105,"C24902",5,2011/05/27,"FAA24390","posted"
"FAA24392",105,"C75014",5,2011/05/27,"FAA24392","posted"
"FAA24394",105,"C53901",5,2011/05/27,"FAA24394","posted"
"FAT12286",105,"C53901",5,2011/05/27,"FAT12286","posted"
"FAA24395",105,"C22903",5,2011/05/27,"FAA24395","posted"
"FAA24396",105,"C22901",5,2011/05/27,"FAA24396","posted"
"FAA24401",105,"C22908",5,2011/05/27,"FAA24401","posted"
"FAT12287",105,"C53074",5,2011/05/27,"FAT12287","posted"
